,date,Nicolas Dupont-Aignan,Hélène Thouy,Yannick Jadot,François Baroin,Jean-Frédéric Poisson,Jean Lassalle,Jean-Christophe Lagarde,Eric Piolle,Jean-Luc Mélenchon,François Hollande,Valérie Pécresse,Laurent Wauquiez,Christiane Taubira,Eric Ciotti,Philippe Juvin,Denis Payre,Philippe Poutou,Michel Barnier,Arnaud Montebourg,Florian Philippot,Emmanuel Macron,Eric Zemmour,Anne Hidalgo,Fabien Roussel,Bruno Retailleau,Marine Le Pen,Xavier Bertrand,Nathalie Arthaud,Sandrine Rousseau,François Asselineau
185,2021-10-06,2.64,null,8.22,null,0.0,0.83,0.24,null,8.31,null,12.41,null,null,null,null,null,0.93,9.57,2.22,0.76,25.64,14.58,5.63,1.82,null,18.0,14.77,0.79,null,0.17
186,2021-10-07,2.66,null,8.23,null,0.01,0.84,0.23,null,8.3,null,12.35,null,null,null,null,null,0.94,9.53,2.23,0.74,25.67,14.59,5.62,1.83,null,18.03,14.75,0.79,null,0.19
187,2021-10-08,2.67,null,8.25,null,0.01,0.85,0.21,null,8.29,null,12.29,null,null,null,null,null,0.95,9.48,2.25,0.73,25.7,14.59,5.61,1.83,null,18.06,14.73,0.79,null,0.21
188,2021-10-09,2.69,null,8.26,null,0.01,0.86,0.2,null,8.29,null,12.22,null,null,null,null,null,0.95,9.44,2.26,0.71,25.73,14.6,5.59,1.84,null,18.1,14.7,0.78,null,0.23
189,2021-10-10,2.7,null,8.28,null,0.01,0.86,0.18,null,8.28,null,12.16,null,null,null,null,null,0.96,9.39,2.28,0.69,25.76,14.6,5.58,1.84,null,18.13,14.68,0.78,null,0.25
190,2021-10-11,2.72,null,8.29,null,0.01,0.87,0.17,null,8.27,null,12.1,null,null,null,null,null,0.97,9.35,2.29,0.67,25.79,14.61,5.57,1.85,null,18.16,14.66,0.78,null,0.26
191,2021-10-12,2.66,null,8.25,null,0.01,0.88,0.16,null,8.38,null,11.56,null,null,null,null,null,0.96,9.3,2.32,0.65,25.78,15.32,5.24,1.86,null,17.37,14.36,0.84,null,0.28
192,2021-10-13,2.61,null,8.21,null,0.02,0.89,0.14,null,8.49,null,11.02,null,null,null,null,null,0.96,9.26,2.34,0.63,25.77,16.02,4.91,1.88,null,16.57,14.07,0.91,null,0.3
193,2021-10-14,2.61,null,8.2,null,0.02,0.88,0.13,null,8.5,null,10.98,null,null,null,null,null,0.95,9.22,2.35,0.61,25.76,16.03,4.89,1.88,null,16.55,14.06,0.91,null,0.32
194,2021-10-15,2.6,null,8.19,null,0.02,0.87,0.11,null,8.52,null,10.93,null,null,null,null,null,0.95,9.18,2.35,0.6,25.75,16.04,4.87,1.88,null,16.54,14.06,0.91,null,0.34
195,2021-10-16,2.6,null,8.17,null,0.02,0.86,0.1,null,8.53,null,10.89,null,null,null,null,null,0.94,9.14,2.36,0.58,25.74,16.05,4.85,1.88,null,16.52,14.05,0.91,null,0.36
196,2021-10-17,2.59,null,8.16,null,0.02,0.85,0.08,null,8.55,null,10.84,null,null,null,null,null,0.94,9.1,2.36,0.56,25.73,16.06,4.83,1.88,null,16.51,14.05,0.91,null,0.38
197,2021-10-18,2.59,null,8.15,null,0.03,0.84,0.07,null,8.56,null,10.8,null,null,null,null,null,0.93,9.06,2.37,0.54,25.72,16.07,4.81,1.88,null,16.49,14.04,0.91,null,0.4
198,2021-10-19,2.58,null,8.19,null,0.03,0.81,0.08,null,8.68,null,10.71,null,null,null,null,null,0.9,8.9,2.4,0.51,25.5,16.1,4.88,1.9,null,16.46,13.86,0.88,null,0.4
199,2021-10-20,2.57,null,8.23,null,0.03,0.79,0.08,null,8.81,null,10.62,null,null,null,null,null,0.88,8.73,2.42,0.48,25.29,16.14,4.96,1.93,null,16.44,13.68,0.85,null,0.39
200,2021-10-21,2.54,null,8.28,null,0.03,0.76,0.09,null,8.84,null,10.6,null,null,null,null,null,0.89,8.72,2.4,0.45,25.21,16.19,4.97,1.94,null,16.4,13.63,0.86,null,0.39
201,2021-10-22,2.52,null,8.33,null,0.03,0.74,0.09,null,8.88,null,10.58,null,null,null,null,null,0.9,8.71,2.38,0.41,25.13,16.25,4.99,1.94,null,16.36,13.59,0.87,null,0.39
202,2021-10-23,2.49,null,8.37,null,0.04,0.71,0.1,null,8.91,null,10.56,null,null,null,null,null,0.9,8.69,2.35,0.38,25.06,16.3,5.0,1.95,null,16.32,13.54,0.87,null,0.39
203,2021-10-24,2.47,null,8.42,null,0.04,0.69,0.1,null,8.95,null,10.54,null,null,null,null,null,0.91,8.68,2.33,0.35,24.98,16.36,5.02,1.95,null,16.28,13.5,0.88,null,0.38
204,2021-10-25,2.44,null,8.47,null,0.04,0.66,0.11,null,8.98,null,10.52,null,null,null,null,null,0.92,8.67,2.31,0.32,24.9,16.41,5.03,1.96,null,16.24,13.45,0.89,null,0.38
205,2021-10-26,2.46,null,8.46,null,0.04,0.63,0.11,null,9.02,null,10.44,null,null,null,null,null,0.92,8.66,2.3,0.32,24.84,16.38,5.09,2.0,null,16.23,13.42,0.9,null,0.33
206,2021-10-27,2.49,null,8.45,null,0.04,0.6,0.11,null,9.06,null,10.36,null,null,null,null,null,0.93,8.65,2.3,0.32,24.79,16.36,5.15,2.03,null,16.22,13.39,0.9,null,0.29
207,2021-10-28,2.39,null,8.25,null,0.04,0.61,0.1,null,9.13,null,10.29,null,null,null,null,null,0.96,8.65,2.38,0.32,24.59,16.31,5.17,2.03,null,16.41,13.37,0.88,null,0.24
208,2021-10-29,2.28,null,8.05,null,0.05,0.62,0.1,null,9.2,null,10.21,null,null,null,null,null,1.0,8.64,2.46,0.32,24.38,16.27,5.19,2.04,null,16.6,13.34,0.87,null,0.2
209,2021-10-30,2.18,null,7.85,null,0.05,0.63,0.1,null,9.27,null,10.13,null,null,null,null,null,1.03,8.63,2.54,0.32,24.18,16.22,5.21,2.04,null,16.79,13.31,0.85,null,0.15
210,2021-10-31,2.24,null,7.8,null,0.05,0.63,0.1,null,9.18,null,10.09,null,null,null,null,null,1.02,8.65,2.54,0.34,24.3,16.31,5.26,2.04,null,16.8,13.31,0.83,null,0.14
211,2021-11-01,2.3,null,7.76,null,0.05,0.63,0.1,null,9.09,null,10.06,null,null,null,null,null,1.02,8.67,2.53,0.36,24.43,16.4,5.32,2.05,null,16.82,13.31,0.81,null,0.14
212,2021-11-02,2.36,null,7.71,null,0.05,0.63,0.1,null,9.0,null,10.02,null,null,null,null,null,1.01,8.69,2.52,0.38,24.56,16.49,5.37,2.05,null,16.84,13.31,0.78,null,0.13
213,2021-11-03,2.41,null,7.66,null,0.06,0.63,0.1,null,8.92,null,9.98,null,null,null,null,null,1.0,8.71,2.52,0.4,24.68,16.58,5.42,2.06,null,16.85,13.31,0.76,null,0.12
214,2021-11-04,2.47,null,7.62,null,0.06,0.63,0.1,null,8.83,null,9.95,null,null,null,null,null,1.0,8.73,2.51,0.42,24.8,16.67,5.48,2.06,null,16.86,13.31,0.74,null,0.12
215,2021-11-05,2.53,null,7.57,null,0.06,0.63,0.1,null,8.74,null,9.91,null,null,null,null,null,0.99,8.75,2.51,0.44,24.93,16.76,5.53,2.07,null,16.88,13.31,0.72,null,0.11
216,2021-11-06,2.53,null,7.61,null,0.06,0.63,0.1,null,8.8,null,9.85,null,null,null,null,null,1.06,8.62,2.51,0.47,24.96,16.82,5.39,2.06,null,16.82,13.25,0.75,null,0.1
217,2021-11-07,2.52,null,7.65,null,0.06,0.63,0.1,null,8.87,null,9.8,null,null,null,null,null,1.13,8.49,2.51,0.49,24.98,16.89,5.26,2.05,null,16.77,13.19,0.78,null,0.1
218,2021-11-08,2.52,null,7.69,null,0.06,0.63,0.1,null,8.93,null,9.74,null,null,null,null,null,1.2,8.36,2.51,0.51,25.01,16.95,5.12,2.04,null,16.71,13.13,0.81,null,0.09
219,2021-11-09,2.54,null,7.67,null,0.07,0.62,0.1,null,8.93,null,9.8,null,null,null,null,null,1.22,8.35,2.49,0.53,25.23,16.86,5.12,2.04,null,16.73,13.13,0.81,null,0.08
220,2021-11-10,2.57,null,7.65,null,0.07,0.61,0.1,null,8.93,null,9.86,null,null,null,null,null,1.25,8.33,2.46,0.55,25.45,16.78,5.12,2.04,null,16.76,13.12,0.81,null,0.08
221,2021-11-11,2.59,null,7.63,null,0.07,0.6,0.1,null,8.93,null,9.92,null,null,null,null,null,1.27,8.32,2.44,0.57,25.67,16.69,5.12,2.04,null,16.78,13.12,0.81,null,0.07
222,2021-11-12,2.53,null,7.51,null,0.07,0.8,0.1,null,8.79,null,9.9,null,null,null,null,null,1.47,8.41,2.37,0.78,26.33,16.03,5.1,1.99,null,17.07,13.09,0.87,null,0.1
223,2021-11-13,2.5,null,7.56,null,0.07,0.77,0.1,null,8.83,null,9.88,null,null,null,null,null,1.47,8.5,2.33,0.83,26.2,16.0,5.03,1.99,null,17.05,13.09,0.88,null,0.14
224,2021-11-14,2.48,null,7.61,null,0.07,0.75,0.1,null,8.87,null,9.87,null,null,null,null,null,1.48,8.58,2.29,0.87,26.06,15.97,4.97,1.99,null,17.02,13.1,0.9,null,0.17
225,2021-11-15,2.45,null,7.66,null,0.07,0.72,0.1,null,8.91,null,9.85,null,null,null,null,null,1.48,8.67,2.25,0.92,25.93,15.94,4.9,1.99,null,17.0,13.1,0.91,null,0.2
226,2021-11-16,2.35,null,7.8,null,0.07,0.73,0.1,null,8.72,null,9.84,null,null,null,null,null,1.48,8.72,2.18,0.93,25.92,15.46,4.81,2.03,null,17.3,13.0,0.97,null,0.21
227,2021-11-17,2.24,null,7.93,null,0.07,0.74,0.1,null,8.54,null,9.84,null,null,null,null,null,1.49,8.77,2.12,0.94,25.9,14.97,4.72,2.07,null,17.6,12.9,1.03,null,0.21
228,2021-11-18,2.23,null,7.95,null,0.07,0.76,0.1,null,8.57,null,9.84,null,null,null,null,null,1.46,8.77,2.14,0.95,25.81,14.94,4.72,2.07,null,17.63,12.88,1.03,null,0.22
229,2021-11-19,2.22,null,7.97,null,0.07,0.77,0.1,null,8.6,null,9.83,null,null,null,null,null,1.44,8.77,2.15,0.96,25.72,14.91,4.73,2.08,null,17.66,12.86,1.02,null,0.22
230,2021-11-20,2.22,null,7.99,null,0.07,0.78,0.1,null,8.64,null,9.82,null,null,null,null,null,1.41,8.78,2.16,0.97,25.64,14.88,4.74,2.08,null,17.7,12.85,1.02,null,0.23
231,2021-11-21,2.21,null,8.01,null,0.07,0.79,0.1,null,8.67,null,9.82,null,null,null,null,null,1.38,8.78,2.18,0.98,25.55,14.85,4.74,2.09,null,17.73,12.83,1.02,null,0.23
232,2021-11-22,2.2,null,8.37,null,0.07,0.4,0.1,null,10.03,null,9.88,null,null,null,null,null,1.12,8.94,1.73,1.29,25.09,15.87,4.92,2.07,null,16.84,12.83,0.95,null,0.24
233,2021-11-23,2.35,null,8.36,null,0.07,0.39,0.1,null,9.93,null,9.84,null,null,null,null,null,1.16,8.94,1.7,1.2,25.4,15.54,4.88,2.07,null,17.42,12.96,0.9,null,0.29
234,2021-11-24,2.5,null,8.36,null,0.07,0.38,0.1,null,9.82,null,9.79,null,null,null,null,null,1.21,8.94,1.67,1.12,25.71,15.21,4.83,2.07,null,18.0,13.1,0.86,null,0.33
235,2021-11-25,2.83,null,7.92,null,0.07,0.57,0.1,null,9.04,null,9.8,null,null,null,null,null,1.06,9.1,1.68,1.13,25.95,14.81,5.09,2.07,null,18.84,13.15,0.72,null,0.32
236,2021-11-26,2.83,null,7.87,null,0.07,0.57,0.1,null,9.04,null,9.84,null,null,null,null,null,1.06,9.13,1.73,1.13,25.87,14.63,5.09,2.07,null,19.0,13.15,0.72,null,0.3
237,2021-11-27,2.83,null,7.82,null,0.07,0.57,0.1,null,9.04,null,9.89,null,null,null,null,null,1.06,9.16,1.78,1.14,25.78,14.46,5.09,2.07,null,19.16,13.15,0.72,null,0.29
238,2021-11-28,2.83,null,7.78,null,0.07,0.57,0.1,null,9.03,null,9.93,null,null,null,null,null,1.06,9.18,1.83,1.14,25.7,14.28,5.09,2.07,null,19.33,13.15,0.72,null,0.27
239,2021-11-29,2.83,null,7.73,null,0.07,0.57,0.1,null,9.03,null,9.97,null,null,null,null,null,1.06,9.21,1.88,1.15,25.62,14.1,5.09,2.07,null,19.49,13.15,0.72,null,0.26
240,2021-11-30,2.83,null,7.7,null,0.07,0.57,0.1,null,9.02,null,10.05,null,null,null,null,null,1.06,9.21,1.88,1.14,25.57,14.06,5.09,2.08,null,19.49,13.15,0.72,null,0.26
241,2021-12-01,2.84,null,7.67,null,0.07,0.58,0.1,null,9.01,null,10.13,null,null,null,null,null,1.05,9.21,1.89,1.13,25.53,14.02,5.09,2.08,null,19.48,13.15,0.71,null,0.26
242,2021-12-02,2.84,null,7.64,null,0.07,0.58,0.1,null,9.0,null,10.21,null,null,null,null,null,1.05,9.21,1.89,1.12,25.48,13.98,5.09,2.09,null,19.48,13.15,0.71,null,0.26
243,2021-12-03,2.85,null,7.61,null,0.07,0.59,0.1,null,9.0,null,10.28,null,null,null,null,null,1.04,9.21,1.9,1.11,25.44,13.95,5.09,2.09,null,19.48,13.15,0.7,null,0.26
244,2021-12-04,2.85,null,7.58,null,0.07,0.59,0.1,null,8.99,null,10.36,null,null,null,null,null,1.04,9.21,1.9,1.1,25.39,13.91,5.09,2.1,null,19.48,13.15,0.7,null,0.26
245,2021-12-05,2.86,null,7.55,null,0.07,0.6,0.1,null,8.98,null,10.44,null,null,null,null,null,1.03,9.21,1.91,1.09,25.35,13.87,5.09,2.1,null,19.47,13.15,0.69,null,0.26
246,2021-12-06,2.86,null,7.52,null,0.07,0.6,0.1,null,8.97,null,10.52,null,null,null,null,null,1.03,9.21,1.91,1.08,25.3,13.83,5.09,2.11,null,19.47,13.15,0.69,null,0.26
247,2021-12-07,2.8,null,7.27,null,0.07,0.66,0.1,null,8.97,null,11.51,null,null,null,null,null,1.09,9.21,1.91,1.07,24.98,13.64,5.02,2.05,null,19.16,13.15,0.75,null,0.26
248,2021-12-08,2.63,null,7.07,null,0.07,0.65,0.1,null,8.93,null,12.83,null,null,null,null,null,1.1,9.21,1.86,1.06,24.83,13.76,5.2,2.08,null,18.43,13.15,0.66,null,0.26
249,2021-12-09,2.64,null,7.05,null,0.07,0.65,0.1,null,8.88,null,13.17,null,null,null,null,null,1.15,9.21,1.88,1.05,24.82,13.8,5.27,2.09,null,18.22,13.15,0.61,null,0.27
250,2021-12-10,2.57,null,7.1,null,0.07,0.66,0.1,null,8.96,null,13.6,null,null,null,null,null,1.17,9.21,1.83,1.04,24.7,13.8,5.16,2.08,null,17.99,13.15,0.62,null,0.27
251,2021-12-11,2.5,null,7.14,null,0.07,0.66,0.1,null,9.03,null,14.02,null,null,null,null,null,1.19,9.21,1.78,1.03,24.59,13.79,5.05,2.07,null,17.76,13.15,0.62,null,0.28
252,2021-12-12,2.43,null,7.19,null,0.07,0.67,0.1,null,9.1,null,14.45,null,null,null,null,null,1.21,9.21,1.72,1.02,24.48,13.78,4.94,2.06,null,17.52,13.15,0.62,null,0.28
253,2021-12-13,2.36,null,7.24,null,0.07,0.67,0.1,null,9.18,null,14.88,null,null,null,null,null,1.23,9.21,1.67,1.01,24.36,13.78,4.83,2.05,null,17.29,13.15,0.63,null,0.28
254,2021-12-14,2.18,null,7.25,null,0.07,0.68,0.1,null,9.25,null,15.47,null,null,null,null,null,1.22,9.21,1.59,0.99,24.2,13.76,4.66,2.09,null,16.74,13.15,0.61,null,0.29
255,2021-12-15,2.0,null,7.26,null,0.07,0.68,0.1,null,9.33,null,16.06,null,null,null,null,null,1.21,9.21,1.51,0.98,24.05,13.73,4.49,2.14,null,16.18,13.15,0.59,null,0.29
256,2021-12-16,2.0,null,7.23,null,0.07,0.69,0.1,null,9.34,null,16.17,null,null,null,null,null,1.21,9.21,1.51,0.97,24.09,13.73,4.46,2.13,null,16.14,13.15,0.59,null,0.29
257,2021-12-17,2.0,null,7.2,null,0.07,0.71,0.1,null,9.36,null,16.29,null,null,null,null,null,1.21,9.21,1.51,0.96,24.13,13.73,4.43,2.11,null,16.09,13.15,0.59,null,0.3
258,2021-12-18,2.0,null,7.18,null,0.07,0.72,0.1,null,9.37,null,16.4,null,null,null,null,null,1.22,9.21,1.51,0.95,24.18,13.73,4.41,2.1,null,16.05,13.15,0.59,null,0.3
259,2021-12-19,2.0,null,7.15,null,0.07,0.74,0.1,null,9.39,null,16.52,null,null,null,null,null,1.22,9.21,1.51,0.94,24.22,13.73,4.38,2.08,null,16.0,13.15,0.59,null,0.31
260,2021-12-20,2.0,null,7.12,null,0.07,0.75,0.1,null,9.4,null,16.63,null,null,null,null,null,1.22,9.21,1.51,0.93,24.26,13.73,4.35,2.07,null,15.96,13.15,0.59,null,0.31
261,2021-12-21,1.98,null,7.1,null,0.07,0.82,0.1,null,9.37,null,16.88,null,null,null,null,null,1.25,9.21,1.48,0.9,24.26,13.75,4.27,2.05,null,15.73,13.15,0.56,null,0.29
262,2021-12-22,1.96,null,7.07,null,0.07,0.89,0.1,null,9.34,null,17.13,null,null,null,null,null,1.29,9.21,1.45,0.86,24.27,13.77,4.19,2.03,null,15.5,13.15,0.54,null,0.26
263,2021-12-23,1.96,null,7.08,null,0.07,0.86,0.1,null,9.41,null,17.12,null,null,null,null,null,1.27,9.21,1.44,0.83,24.31,13.86,4.21,2.08,null,15.49,13.15,0.53,null,0.24
264,2021-12-24,1.96,null,7.1,null,0.07,0.83,0.1,null,9.48,null,17.11,null,null,null,null,null,1.25,9.21,1.44,0.8,24.36,13.94,4.24,2.13,null,15.48,13.15,0.52,null,0.22
265,2021-12-25,1.96,null,7.11,null,0.07,0.8,0.1,null,9.55,null,17.1,null,null,null,null,null,1.23,9.21,1.43,0.77,24.4,14.03,4.26,2.18,null,15.46,13.15,0.51,null,0.19
266,2021-12-26,1.96,null,7.13,null,0.07,0.77,0.1,null,9.62,null,17.09,null,null,null,null,null,1.21,9.21,1.43,0.73,24.44,14.11,4.29,2.23,null,15.45,13.15,0.5,null,0.17
267,2021-12-27,1.95,null,7.14,null,0.07,0.73,0.1,null,9.69,null,17.08,null,null,null,null,null,1.2,9.21,1.42,0.7,24.49,14.2,4.31,2.27,null,15.44,13.15,0.49,null,0.14
268,2021-12-28,1.95,null,7.16,null,0.07,0.7,0.1,null,9.76,null,17.07,null,null,null,null,null,1.18,9.21,1.42,0.67,24.53,14.28,4.34,2.32,null,15.43,13.15,0.48,null,0.12
269,2021-12-29,1.95,null,7.17,null,0.07,0.67,0.1,null,9.83,null,17.06,null,null,null,null,null,1.16,9.21,1.41,0.64,24.57,14.37,4.36,2.37,null,15.41,13.15,0.47,null,0.1
270,2021-12-30,1.95,null,7.19,null,0.07,0.64,0.1,null,9.9,null,17.05,null,null,null,null,null,1.14,9.21,1.41,0.6,24.62,14.45,4.39,2.42,null,15.4,13.15,0.46,null,0.07
271,2021-12-31,1.95,null,7.2,null,0.07,0.61,0.1,null,9.97,null,17.04,null,null,null,null,null,1.12,9.21,1.4,0.57,24.66,14.54,4.41,2.47,null,15.39,13.15,0.45,null,0.05
272,2022-01-01,1.95,null,7.2,null,0.07,0.6,0.1,null,9.99,null,17.02,null,null,null,null,null,1.1,9.21,1.39,0.55,24.68,14.56,4.38,2.49,null,15.39,13.15,0.47,null,0.06
273,2022-01-02,1.95,null,7.2,null,0.07,0.6,0.1,null,10.0,null,17.01,null,null,null,null,null,1.09,9.21,1.39,0.54,24.7,14.57,4.36,2.5,null,15.39,13.15,0.49,null,0.07
274,2022-01-03,1.95,null,7.2,null,0.07,0.59,0.1,null,10.02,null,16.99,null,null,null,null,null,1.07,9.21,1.38,0.52,24.72,14.59,4.33,2.52,null,15.39,13.15,0.51,null,0.08
275,2022-01-04,1.93,null,7.21,null,0.07,0.6,0.1,null,9.96,null,16.89,null,null,null,null,null,1.04,9.21,1.4,0.51,24.77,14.62,4.24,2.58,null,15.34,13.15,0.51,null,0.08
276,2022-01-05,1.93,null,7.16,null,0.07,0.67,0.1,null,9.82,null,16.88,null,null,null,null,null,1.04,9.21,1.25,0.5,24.85,14.49,4.19,2.65,null,15.32,13.15,0.58,null,0.09
277,2022-01-06,1.89,null,7.17,null,0.07,0.71,0.1,null,9.88,null,16.5,null,null,null,null,null,1.0,9.21,1.22,0.48,25.24,13.65,4.06,2.5,null,16.28,13.15,0.72,null,0.1
278,2022-01-07,1.89,null,7.13,null,0.07,0.71,0.1,null,9.74,null,16.49,null,null,null,null,null,1.01,9.21,1.2,0.46,25.17,13.6,4.02,2.65,null,16.35,13.15,0.72,null,0.11
279,2022-01-08,1.89,null,7.02,null,0.07,0.71,0.1,null,9.76,null,16.45,null,null,null,null,null,1.01,9.21,1.21,0.45,25.18,13.6,3.98,2.65,null,16.36,13.15,0.71,null,0.12
280,2022-01-09,1.9,null,7.07,null,0.07,0.79,0.1,null,9.64,null,16.33,null,null,null,null,null,1.01,9.21,1.08,0.45,25.26,13.36,4.03,2.54,null,16.49,13.15,0.71,null,0.13
281,2022-01-10,1.91,null,7.13,null,0.07,0.87,0.1,null,9.53,null,16.21,null,null,null,null,null,1.01,9.21,0.95,0.44,25.33,13.11,4.07,2.42,null,16.62,13.15,0.71,null,0.14
282,2022-01-11,1.91,null,7.03,null,0.07,1.0,0.1,null,9.38,null,16.14,null,null,null,null,null,1.01,9.21,0.95,0.44,25.34,12.82,3.83,2.35,null,16.69,13.15,0.7,null,0.15
283,2022-01-12,1.96,null,6.49,null,0.07,1.23,0.1,null,9.32,null,16.19,null,null,null,null,null,0.92,9.21,0.74,0.43,25.35,12.82,3.61,2.07,null,16.87,13.15,0.63,null,0.16
284,2022-01-13,1.93,null,6.46,null,0.07,1.21,0.1,null,9.27,null,16.3,null,null,null,null,null,0.8,9.21,0.7,0.43,25.46,13.03,3.6,1.97,null,16.84,13.15,0.55,null,0.17
285,2022-01-14,1.85,null,6.52,null,0.07,1.28,0.1,null,9.15,null,16.56,null,null,null,null,null,0.72,9.21,0.73,0.42,25.27,13.04,3.56,2.02,null,16.84,13.15,0.56,null,0.18
286,2022-01-15,1.85,null,6.4,null,0.07,1.24,0.1,null,9.22,null,16.52,null,null,null,null,null,0.72,9.21,0.72,0.42,25.23,13.11,3.5,2.02,null,16.79,13.15,0.53,null,0.19
287,2022-01-16,1.79,null,6.35,null,0.07,1.18,0.1,null,9.32,null,16.55,null,null,null,null,null,0.72,9.21,0.74,0.44,25.16,13.15,3.44,2.04,null,16.81,13.15,0.49,null,0.19
288,2022-01-17,1.73,null,6.29,null,0.07,1.12,0.1,null,9.42,null,16.58,null,4.14,null,null,null,0.72,9.21,0.76,0.47,25.1,13.19,3.38,2.07,null,16.83,13.15,0.45,null,0.19
289,2022-01-18,1.66,null,6.49,null,0.07,0.99,0.1,null,9.2,null,16.39,null,4.12,null,null,null,0.9,9.21,0.92,0.49,25.06,13.04,3.48,2.3,null,16.52,13.15,0.35,null,0.19
290,2022-01-19,1.6,null,6.39,null,0.07,1.07,0.1,null,9.25,null,16.3,null,4.18,null,null,null,1.01,9.21,0.92,0.51,24.91,12.78,3.42,2.35,null,16.68,13.15,0.32,null,0.2
291,2022-01-20,1.54,null,6.15,null,0.07,1.07,0.1,null,9.4,null,16.33,null,4.33,null,null,null,1.08,9.21,0.9,0.53,24.78,12.59,3.27,2.37,null,16.82,13.15,0.3,null,0.2
292,2022-01-21,1.47,null,6.13,null,0.07,1.07,0.1,null,9.35,null,16.4,null,4.36,null,null,null,1.03,9.21,0.89,0.56,24.91,12.57,3.18,2.34,null,16.86,13.15,0.31,null,0.2
293,2022-01-22,1.51,null,6.05,null,0.07,1.15,0.1,null,9.3,null,16.39,null,4.39,null,null,null,1.04,9.21,0.87,0.58,24.79,12.5,3.17,2.35,null,16.82,13.15,0.33,null,0.2
294,2022-01-23,1.54,null,5.84,null,0.07,1.17,0.1,null,9.46,null,16.37,null,4.38,null,null,null,1.02,9.21,0.87,0.6,24.74,12.55,3.12,2.37,null,16.92,13.15,0.31,null,0.21
295,2022-01-24,1.58,null,5.64,null,0.07,1.19,0.1,null,9.62,null,16.35,null,4.38,null,null,null,1.0,9.21,0.87,0.62,24.68,12.6,3.07,2.39,null,17.01,13.15,0.28,null,0.23
296,2022-01-25,1.48,null,5.38,null,0.07,1.21,0.1,null,9.85,null,16.52,null,4.44,null,null,null,0.91,9.21,0.87,0.64,24.64,12.61,3.0,2.4,null,17.2,13.15,0.23,null,0.24
297,2022-01-26,1.61,null,5.55,null,0.07,1.11,0.1,null,9.8,null,16.46,null,4.39,null,null,null,0.87,9.21,0.87,0.65,24.66,12.77,3.01,2.56,null,17.18,13.15,0.21,null,0.26
298,2022-01-27,1.64,null,5.53,null,0.07,1.12,0.1,null,9.61,null,16.47,null,4.43,null,null,null,0.87,9.21,0.87,0.67,24.46,12.98,2.96,2.72,null,17.19,13.15,0.13,null,0.27
299,2022-01-28,1.69,null,5.53,null,0.07,1.12,0.1,null,9.62,null,16.42,null,4.38,null,null,null,0.87,9.21,0.87,0.69,24.41,12.98,3.02,2.78,null,17.19,13.15,0.13,null,0.29
300,2022-01-29,1.61,null,5.58,null,0.07,1.11,0.1,null,9.56,null,16.55,null,4.4,null,null,null,0.82,9.21,0.87,0.71,24.43,12.95,3.07,2.87,null,17.28,13.15,0.12,null,0.3
301,2022-01-30,1.62,null,5.54,null,0.07,1.11,0.1,null,9.54,null,16.52,null,4.44,null,null,null,0.8,9.21,0.87,0.72,24.34,13.01,2.99,2.89,null,17.28,13.15,0.1,null,0.3
302,2022-01-31,1.62,null,5.49,null,0.07,1.11,0.1,null,9.52,null,16.5,null,4.49,null,null,null,0.77,9.21,0.87,0.72,24.25,13.07,2.91,2.91,null,17.29,13.15,0.08,null,0.3
303,2022-02-01,1.63,null,5.41,null,0.07,1.15,0.1,null,9.53,null,16.45,null,4.42,null,null,null,0.71,9.21,0.87,0.73,24.19,13.2,2.95,3.01,null,17.3,13.15,0.08,null,0.3
304,2022-02-02,1.66,null,5.18,null,0.07,0.96,0.1,null,9.65,null,16.3,null,4.65,null,null,null,0.57,9.21,0.87,0.73,24.21,13.5,2.91,3.01,null,17.26,13.15,0.0,null,0.29
305,2022-02-03,1.72,null,5.18,null,0.07,0.96,0.1,null,9.71,null,16.25,null,4.6,null,null,null,0.57,9.21,0.87,0.74,24.15,13.5,2.91,3.01,null,17.32,13.15,0.0,null,0.29
306,2022-02-04,1.73,null,5.3,null,0.07,0.92,0.1,null,9.82,null,16.08,null,4.55,null,null,null,0.54,9.21,0.87,0.74,24.19,13.67,2.96,3.07,null,17.04,13.15,0.05,null,0.29
307,2022-02-05,1.77,null,5.14,null,0.07,0.92,0.1,null,9.75,null,16.02,null,4.46,null,null,null,0.5,9.21,0.87,0.75,24.4,13.69,2.94,3.21,null,17.05,13.15,0.05,null,0.29
308,2022-02-06,1.71,null,5.27,null,0.07,0.92,0.1,null,9.7,null,15.91,null,4.52,null,null,null,0.55,9.21,0.87,0.75,24.42,13.82,2.85,3.22,null,16.88,13.15,0.08,null,0.29
309,2022-02-07,1.65,null,5.4,null,0.07,0.93,0.1,null,9.66,null,15.8,null,4.58,null,null,null,0.61,9.21,0.87,0.75,24.44,13.95,2.76,3.22,null,16.72,13.15,0.12,null,0.29
310,2022-02-08,1.58,null,5.31,null,0.07,1.04,0.1,null,9.64,null,15.74,null,4.32,null,null,null,0.7,9.21,0.87,0.75,24.54,14.1,2.69,3.41,null,16.58,13.15,0.15,null,0.29
311,2022-02-09,1.58,null,5.26,null,0.07,1.09,0.1,null,9.59,null,15.74,null,4.32,null,null,null,0.7,9.21,0.87,0.75,24.49,14.15,2.69,3.46,null,16.58,13.15,0.15,null,0.29
